OverallQual,GrLivArea,TotalBsmtSF,GarageCars,FullBath,YearBuilt,YearRemodAdd,LotArea,Fireplaces,Neighborhood,BldgType,HouseStyle,CentralAir,SalePrice
7,1645.0,1374.0,2.0,2,1970,1970,10712.0,1,Mitchell,1Fam,1Story,Y,464500.0
4,600.0,655.0,1.0,1,2011,2022,11831.0,0,Somerset,1Fam,1Story,N,276300.0
7,1579.0,1716.0,3.0,2,1933,1950,9242.0,1,CollegeCreek,1Fam,1Story,Y,497200.0
9,1773.0,1202.0,3.0,2,1933,1950,17662.0,2,Northridge,1Fam,1Story,Y,620100.0
6,1337.0,1382.0,2.0,2,1946,1964,8310.0,0,Northridge,TwnhsE,1Story,Y,460100.0
8,1726.0,1407.0,3.0,2,1998,2008,4250.0,1,CollegeCreek,1Fam,1Story,Y,564300.0
6,2024.0,1321.0,1.0,3,2009,2024,6734.0,1,CollegeCreek,1Fam,1Story,Y,525700.0
4,1586.0,1353.0,0.0,2,2015,2016,15773.0,0,OldTown,1Fam,2Story,Y,354400.0
7,1271.0,0.0,3.0,2,2018,2024,14751.0,1,NorthAmes,1Fam,1Story,Y,438000.0
4,2068.0,2193.0,2.0,2,2013,2024,6619.0,0,OldTown,Duplex,2Story,Y,446900.0
4,2233.0,2240.0,2.0,3,1979,2004,7209.0,0,Northridge,1Fam,2Story,Y,532700.0
5,1709.0,1161.0,1.0,2,1988,1995,8466.0,0,NorthAmes,1Fam,2Story,Y,387500.0
5,2183.0,2118.0,1.0,2,1931,1951,10215.0,0,Gilbert,1Fam,2Story,N,396100.0
7,1887.0,1238.0,4.0,2,1967,1967,5905.0,1,Edwards,1Fam,1Story,Y,492200.0
8,1941.0,1651.0,3.0,2,2020,2020,3066.0,1,Sawyer,1Fam,1.5Fin,Y,606200.0
7,2071.0,1264.0,3.0,2,1994,2023,13399.0,2,NorthAmes,1Fam,2Story,Y,530800.0
6,1859.0,1374.0,3.0,3,1948,1960,15502.0,2,Somerset,1Fam,1Story,Y,511100.0
8,1704.0,0.0,3.0,2,1973,1993,9596.0,3,Edwards,TwnhsE,1Story,Y,509400.0
10,1739.0,1846.0,4.0,2,1955,1963,9074.0,2,Northridge,1Fam,2Story,Y,737800.0
4,1324.0,833.0,1.0,2,1937,1957,3989.0,0,Edwards,1Fam,2Story,Y,279000.0
6,1916.0,1929.0,3.0,3,1966,1979,12984.0,0,Northridge,1Fam,2Story,Y,552800.0
5,1877.0,1949.0,2.0,3,1928,1950,13977.0,1,OldTown,1Fam,2Story,Y,415400.0
7,1663.0,1632.0,2.0,2,1936,1950,9574.0,1,OldTown,1Fam,2Story,Y,432800.0
6,2242.0,1373.0,2.0,3,1993,2017,9142.0,2,Sawyer,2fmCon,2Story,Y,539500.0
8,1361.0,1199.0,3.0,1,1991,2009,14517.0,1,NorthAmes,1Fam,1.5Fin,Y,514500.0
6,2252.0,2350.0,3.0,3,1941,1950,3646.0,0,NorthAmes,1Fam,1Story,Y,496600.0
4,814.0,893.0,2.0,1,1938,1950,7617.0,1,OldTown,1Fam,2Story,Y,236800.0
7,1962.0,1542.0,2.0,2,1999,2024,6443.0,0,Edwards,1Fam,1Story,Y,499300.0
5,1012.0,871.0,1.0,1,1940,1959,21082.0,1,Gilbert,1Fam,1Story,Y,360100.0
9,2468.0,2591.0,4.0,2,1996,2024,12823.0,2,Edwards,1Fam,2Story,Y,709100.0
6,2672.0,1652.0,2.0,3,1936,1955,16096.0,0,Gilbert,1Fam,2Story,Y,515600.0
5,1451.0,1220.0,1.0,2,1940,1952,13793.0,0,NorthAmes,1Fam,1Story,Y,359500.0
8,1940.0,0.0,3.0,2,1985,1988,20454.0,0,Edwards,1Fam,1Story,Y,499900.0
4,1637.0,1173.0,0.0,2,1977,1997,2657.0,2,Mitchell,Duplex,2Story,Y,351200.0
5,1051.0,980.0,3.0,1,1930,1958,7650.0,0,CollegeCreek,TwnhsE,2Story,Y,342600.0
9,2225.0,2261.0,2.0,3,1963,1984,8545.0,0,NorthAmes,1Fam,1Story,Y,642200.0
9,1443.0,1400.0,1.0,2,2022,2024,7186.0,0,CollegeCreek,1Fam,2Story,Y,576800.0
6,2169.0,2116.0,1.0,2,1937,1954,21936.0,1,Somerset,1Fam,1.5Fin,Y,498800.0
7,1817.0,1648.0,3.0,2,1936,1955,11885.0,1,OldTown,2fmCon,2Story,Y,470800.0
7,1940.0,1668.0,3.0,3,1985,1999,6487.0,1,Northridge,1Fam,2Story,Y,630300.0
7,1117.0,0.0,3.0,1,1951,1969,13732.0,2,NorthAmes,1Fam,2Story,Y,395200.0
6,1468.0,1127.0,1.0,1,1991,2013,10450.0,1,OldTown,1Fam,1Story,Y,376600.0
5,2121.0,1448.0,1.0,3,2019,2024,1800.0,1,Northridge,1Fam,2Story,Y,545300.0
4,1266.0,964.0,1.0,2,2014,2024,11271.0,3,Somerset,1Fam,1Story,N,380100.0
6,949.0,614.0,2.0,1,2003,2014,13967.0,0,NorthAmes,1Fam,2Story,Y,341900.0
6,1486.0,1001.0,1.0,1,1992,2015,12242.0,1,Northridge,1Fam,2Story,Y,487300.0
5,1631.0,1716.0,2.0,2,1982,1991,9033.0,1,OldTown,1Fam,2Story,Y,391200.0
4,1674.0,1084.0,2.0,2,1954,1977,6968.0,0,Gilbert,1Fam,1Story,Y,378100.0
5,1607.0,1093.0,2.0,1,1976,1996,4738.0,0,Gilbert,1Fam,1Story,N,377600.0
4,600.0,614.0,1.0,1,1925,1953,7769.0,1,NorthAmes,1Fam,1.5Fin,Y,220600.0
5,1771.0,1947.0,2.0,2,1997,2016,5614.0,1,Somerset,1Fam,1Story,Y,477100.0
8,1445.0,1166.0,3.0,2,1949,1966,11988.0,1,Northridge,1Fam,2Story,Y,577500.0
7,1751.0,1825.0,3.0,2,1954,1964,23805.0,0,Edwards,TwnhsE,1Story,Y,459000.0
4,1290.0,779.0,1.0,1,1925,1950,4844.0,2,NorthAmes,1Fam,2Story,Y,299700.0
4,1544.0,1357.0,0.0,2,1974,1990,15517.0,0,CollegeCreek,Duplex,SLvl,Y,343600.0
4,2095.0,2096.0,1.0,3,2015,2017,5845.0,1,Edwards,1Fam,2Story,Y,460300.0
7,1109.0,727.0,3.0,1,1952,1979,7777.0,1,Somerset,TwnhsE,2Story,Y,459000.0
6,1731.0,1277.0,1.0,2,1965,1974,8374.0,0,Mitchell,1Fam,1Story,Y,419300.0
4,1137.0,839.0,1.0,1,1948,1963,4967.0,2,NorthAmes,1Fam,1Story,Y,259000.0
4,1343.0,949.0,2.0,1,1955,1961,8483.0,1,NorthAmes,1Fam,2Story,Y,324100.0
5,1514.0,1109.0,2.0,2,1931,1955,6745.0,0,Gilbert,1Fam,1Story,Y,385600.0
6,1113.0,1194.0,2.0,1,1966,1981,13697.0,1,Northridge,1Fam,1Story,Y,457100.0
7,1340.0,1459.0,4.0,2,2022,2024,11706.0,0,CollegeCreek,1Fam,1.5Fin,Y,535500.0
6,1761.0,1113.0,2.0,2,1941,1956,6261.0,0,Sawyer,1Fam,1.5Fin,Y,372100.0
6,1754.0,1786.0,2.0,2,1976,1998,9362.0,1,NorthAmes,1Fam,1Story,Y,459700.0
4,1532.0,0.0,1.0,2,1970,1997,4997.0,1,OldTown,1Fam,1Story,Y,283700.0
4,1980.0,1361.0,2.0,3,1957,1985,5789.0,0,Northridge,1Fam,1Story,Y,452700.0
8,2292.0,2164.0,3.0,3,1950,1952,8672.0,3,Gilbert,1Fam,2Story,Y,623100.0
5,1070.0,883.0,3.0,2,1973,1973,7878.0,2,Somerset,TwnhsE,2Story,Y,407500.0
4,1485.0,981.0,3.0,2,2003,2015,8069.0,0,NorthAmes,1Fam,1Story,Y,378800.0
7,1988.0,1903.0,2.0,3,2011,2015,13057.0,0,CollegeCreek,1Fam,1Story,Y,559800.0
5,1822.0,1771.0,1.0,1,1942,1961,11114.0,0,CollegeCreek,1Fam,1Story,Y,435600.0
6,1576.0,1144.0,1.0,2,1950,1971,9127.0,0,Edwards,1Fam,1Story,Y,389400.0
6,2521.0,1864.0,2.0,3,1995,2017,14667.0,0,OldTown,1Fam,2Story,Y,529300.0
6,1348.0,1267.0,2.0,1,1999,2024,5578.0,0,Crawford,1Fam,SLvl,Y,424900.0
5,1414.0,1144.0,2.0,2,1940,1950,6854.0,2,Crawford,1Fam,1Story,Y,378800.0
6,1432.0,1071.0,2.0,1,2004,2024,15974.0,2,Gilbert,1Fam,1Story,Y,451300.0
4,1279.0,785.0,1.0,2,1977,1977,9897.0,0,Somerset,2fmCon,1Story,Y,362300.0
4,924.0,968.0,1.0,1,2000,2000,9855.0,0,NorthAmes,1Fam,2Story,Y,293700.0
4,1728.0,1080.0,2.0,2,1989,2007,2063.0,0,Edwards,1Fam,1Story,N,336700.0
6,1275.0,970.0,3.0,1,2007,2008,17532.0,0,Northridge,1Fam,1Story,Y,472900.0
6,1725.0,1883.0,,2,1971,1995,10313.0,0,Sawyer,1Fam,2Story,Y,464000.0
6,1856.0,,3.0,2,1997,2001,7747.0,1,Northridge,1Fam,2Story,Y,570100.0
7,1599.0,1135.0,2.0,2,1956,1969,9035.0,0,Gilbert,1Fam,2Story,Y,446100.0
6,1263.0,953.0,2.0,2,1970,1975,5830.0,0,Gilbert,1Fam,1Story,Y,410700.0
4,1499.0,1089.0,1.0,2,1945,1974,10443.0,1,CollegeCreek,1Fam,2Story,Y,358500.0
7,2588.0,1827.0,3.0,2,2002,2024,18229.0,1,Edwards,1Fam,2Story,N,567600.0
5,1904.0,1434.0,2.0,2,1927,1950,9400.0,0,NorthAmes,1Fam,1Story,Y,382100.0
5,1266.0,1281.0,2.0,1,1959,1986,21705.0,1,CollegeCreek,1Fam,2Story,Y,392200.0
5,1838.0,1213.0,1.0,2,2017,2024,24164.0,3,Somerset,1Fam,1Story,N,460700.0
6,1437.0,970.0,2.0,3,1986,1992,7736.0,1,CollegeCreek,1Fam,SLvl,Y,449600.0
8,1947.0,1997.0,3.0,2,2008,2024,5788.0,1,NorthAmes,1Fam,SLvl,Y,562000.0
6,1915.0,1668.0,3.0,2,2001,2023,9470.0,0,Crawford,1Fam,1Story,Y,503200.0
9,1776.0,1602.0,4.0,2,1956,1981,12681.0,0,Gilbert,1Fam,1.5Fin,Y,637100.0
5,1818.0,1883.0,1.0,2,2012,2022,5492.0,1,CollegeCreek,1Fam,2Story,Y,463600.0
5,1768.0,1092.0,1.0,2,1961,1976,5136.0,1,Edwards,1Fam,1Story,Y,376500.0
4,1473.0,1179.0,1.0,2,2013,2024,6771.0,0,NorthAmes,1Fam,1Story,Y,384500.0
5,877.0,713.0,2.0,1,1949,1971,6925.0,2,Northridge,Duplex,1.5Fin,N,345600.0
6,1251.0,1142.0,2.0,1,1932,1950,10100.0,1,CollegeCreek,Twnhs,1.5Fin,Y,391500.0
8,2366.0,2025.0,2.0,3,1928,1950,4705.0,0,NorthAmes,TwnhsE,2Story,Y,572600.0
7,2288.0,2406.0,3.0,3,1927,1950,6083.0,2,OldTown,Twnhs,1Story,Y,542000.0
5,1815.0,1706.0,1.0,2,1936,1952,11243.0,1,Northridge,1Fam,2Story,N,435200.0
6,832.0,517.0,3.0,1,1925,1950,7193.0,0,CollegeCreek,2fmCon,2Story,Y,354900.0
4,1262.0,1228.0,1.0,1,1949,1952,5873.0,0,Mitchell,1Fam,1Story,Y,270900.0
5,1736.0,1717.0,2.0,2,1924,1950,15393.0,1,Sawyer,1Fam,2Story,Y,403600.0
7,1054.0,775.0,2.0,1,1958,1977,2862.0,1,CollegeCreek,1Fam,1Story,Y,396600.0
6,1785.0,1323.0,2.0,2,1966,1966,5141.0,0,Gilbert,1Fam,1Story,Y,425700.0
4,2253.0,2099.0,1.0,3,1974,1994,11865.0,1,Somerset,Twnhs,2Story,Y,487400.0
5,1683.0,1156.0,2.0,1,1999,1999,13006.0,0,Gilbert,Twnhs,1Story,Y,406000.0
7,1915.0,1287.0,3.0,2,2014,2024,7705.0,0,CollegeCreek,TwnhsE,1Story,Y,558900.0
5,631.0,552.0,2.0,1,1934,1953,5077.0,0,Mitchell,Duplex,1Story,N,203100.0
7,2384.0,1910.0,2.0,2,1956,1965,15796.0,1,Gilbert,1Fam,1Story,N,531700.0
6,1482.0,1271.0,3.0,2,2022,2024,9013.0,0,NorthAmes,1Fam,1Story,Y,453100.0
6,1478.0,1603.0,3.0,1,2010,2023,9706.0,1,Sawyer,1Fam,2Story,Y,436400.0
7,1795.0,1077.0,2.0,2,2014,2024,9804.0,1,Sawyer,1Fam,1.5Fin,Y,479300.0
6,1464.0,882.0,2.0,1,1995,2011,11230.0,2,Mitchell,1Fam,1.5Fin,Y,387900.0
4,852.0,560.0,2.0,1,1930,1958,13996.0,1,Edwards,TwnhsE,1Story,Y,232900.0
9,1405.0,992.0,3.0,1,1925,1950,8433.0,1,OldTown,TwnhsE,1Story,Y,478900.0
5,1263.0,783.0,1.0,2,1966,1975,7329.0,0,CollegeCreek,1Fam,1Story,Y,350500.0
5,1203.0,1132.0,2.0,2,1964,1969,21676.0,2,CollegeCreek,1Fam,2Story,Y,371200.0
5,1890.0,1801.0,1.0,2,1976,1980,3651.0,0,Gilbert,Twnhs,1Story,Y,444900.0
5,1516.0,1090.0,1.0,2,1938,1950,6784.0,1,Gilbert,1Fam,SLvl,Y,359100.0
5,1889.0,1680.0,1.0,1,1983,1989,15177.0,0,OldTown,1Fam,1Story,Y,390100.0
3,1261.0,1251.0,1.0,1,2003,2024,6845.0,1,NorthAmes,1Fam,1Story,Y,320100.0
3,1341.0,1355.0,2.0,2,1946,1950,13773.0,2,CollegeCreek,1Fam,2Story,Y,343200.0
7,1800.0,1776.0,2.0,2,1948,1954,5681.0,1,NorthAmes,1Fam,2Story,Y,470600.0
6,1020.0,683.0,2.0,1,2010,2010,9027.0,1,Northridge,1Fam,1Story,Y,434200.0
6,1649.0,1755.0,2.0,3,1931,1955,9131.0,1,NorthAmes,1Fam,1.5Fin,Y,463900.0
10,1939.0,1929.0,3.0,3,1976,1998,9705.0,0,CollegeCreek,1Fam,1Story,Y,690000.0
5,1705.0,1085.0,2.0,2,1975,1993,3412.0,1,Somerset,TwnhsE,2Story,Y,432600.0
4,1298.0,942.0,2.0,1,2000,2000,12407.0,0,NorthAmes,1Fam,2Story,Y,344700.0
5,2428.0,2282.0,2.0,2,1927,1950,9859.0,1,NorthAmes,1Fam,2Story,N,449700.0
3,600.0,0.0,0.0,1,1969,1994,16080.0,0,OldTown,1Fam,2Story,Y,167700.0
6,1094.0,1141.0,,2,1929,1950,8797.0,0,NorthAmes,1Fam,1.5Fin,Y,379100.0
5,2065.0,2250.0,2.0,3,1941,1950,8426.0,0,Edwards,1Fam,2Story,Y,427300.0
6,1091.0,1055.0,2.0,1,2007,2019,18394.0,0,Somerset,1Fam,2Story,Y,442500.0
4,600.0,495.0,2.0,1,1940,1966,8355.0,0,Somerset,1Fam,1Story,Y,274600.0
4,880.0,669.0,2.0,1,1962,1977,11615.0,0,Edwards,1Fam,2Story,Y,238700.0
7,1923.0,1745.0,3.0,2,2007,2023,6433.0,0,NorthAmes,1Fam,1Story,Y,523100.0
6,1673.0,1286.0,1.0,2,1953,1982,9296.0,1,Northridge,1Fam,2Story,Y,479400.0
5,1148.0,887.0,3.0,1,2019,2024,10745.0,0,OldTown,Duplex,1Story,Y,328500.0
4,1403.0,1395.0,1.0,1,2017,2024,16413.0,0,Mitchell,1Fam,1Story,Y,329100.0
8,1338.0,1326.0,3.0,2,1933,1957,8053.0,1,CollegeCreek,1Fam,1.5Fin,Y,502900.0
7,1853.0,1158.0,3.0,2,1992,2013,12545.0,3,Somerset,1Fam,1Story,Y,544900.0
7,1806.0,1455.0,3.0,2,1934,1950,7497.0,0,Gilbert,Twnhs,SLvl,Y,444400.0
2,600.0,641.0,1.0,1,1947,1972,6256.0,1,Sawyer,1Fam,2Story,Y,187100.0
8,1325.0,1271.0,2.0,2,1939,1962,14779.0,0,CollegeCreek,1Fam,1Story,Y,483900.0
3,1574.0,1050.0,1.0,1,1970,1973,11308.0,0,NorthAmes,1Fam,1Story,Y,293800.0
6,1513.0,1645.0,2.0,2,1930,1950,6928.0,0,OldTown,1Fam,1Story,Y,384400.0
5,826.0,812.0,1.0,1,1979,2006,8284.0,2,CollegeCreek,1Fam,1Story,Y,334200.0
5,1430.0,1460.0,2.0,1,1943,1967,9474.0,1,Mitchell,1Fam,2Story,Y,353300.0
6,1878.0,1142.0,2.0,2,1980,1988,17337.0,1,Crawford,1Fam,2Story,Y,450200.0
6,1623.0,1556.0,2.0,2,1974,1981,15452.0,0,Somerset,TwnhsE,1Story,Y,475500.0
5,1581.0,1559.0,1.0,2,1991,2009,3082.0,0,CollegeCreek,1Fam,1Story,Y,409900.0
8,1867.0,1604.0,3.0,2,1972,1977,12527.0,1,NorthAmes,1Fam,2Story,Y,587100.0
6,1095.0,1154.0,2.0,1,1995,2016,5965.0,0,Gilbert,1Fam,1Story,N,361900.0
8,2333.0,1506.0,4.0,3,2016,2024,12937.0,2,OldTown,1Fam,1Story,Y,613400.0
3,1128.0,901.0,1.0,1,2006,2006,12984.0,0,OldTown,1Fam,1.5Fin,Y,243800.0
4,918.0,632.0,2.0,1,1926,1950,19827.0,0,Edwards,1Fam,2Story,Y,267600.0
5,905.0,547.0,3.0,1,1923,1950,14317.0,0,Northridge,Twnhs,2Story,Y,377500.0
7,1071.0,1085.0,3.0,1,2020,2024,8534.0,2,Sawyer,1Fam,2Story,Y,468500.0
6,2316.0,1891.0,2.0,2,1952,1970,8884.0,0,Edwards,1Fam,1.5Fin,Y,464100.0
9,1275.0,1088.0,3.0,1,1950,1950,18325.0,0,Edwards,1Fam,SLvl,N,459400.0
5,1288.0,1386.0,1.0,1,1977,1993,17103.0,0,NorthAmes,TwnhsE,1Story,Y,360700.0
6,1290.0,903.0,1.0,2,1961,1965,4855.0,0,NorthAmes,1Fam,1Story,Y,368400.0
7,754.0,624.0,2.0,1,1934,1950,10499.0,1,OldTown,1Fam,2Story,Y,344500.0
5,1755.0,1135.0,2.0,2,2012,2024,16018.0,0,Edwards,1Fam,1.5Fin,N,392800.0
7,1515.0,0.0,3.0,1,1987,1992,14324.0,2,Somerset,1Fam,SLvl,Y,498200.0
3,1628.0,1046.0,0.0,1,1953,1953,8784.0,1,Crawford,1Fam,2Story,Y,297700.0
6,1519.0,1082.0,2.0,2,1932,1950,17933.0,0,OldTown,1Fam,1Story,Y,375000.0
4,1775.0,1346.0,1.0,2,1966,1980,3472.0,0,Edwards,1Fam,2Story,Y,366000.0
3,1469.0,965.0,0.0,1,1938,1967,7652.0,0,Sawyer,1Fam,SLvl,Y,264800.0
5,1004.0,940.0,2.0,1,1994,2022,5421.0,1,OldTown,1Fam,1Story,Y,335500.0
5,1825.0,1615.0,1.0,2,2021,2024,10719.0,1,NorthAmes,1Fam,2Story,Y,441400.0
6,1817.0,1371.0,4.0,2,1966,1980,7945.0,0,Gilbert,1Fam,1Story,Y,492300.0
6,2117.0,1716.0,2.0,2,1937,1950,9929.0,1,Gilbert,1Fam,2Story,Y,471100.0
6,1949.0,2076.0,2.0,2,1967,1975,7781.0,1,Sawyer,Duplex,2Story,Y,467500.0
4,1237.0,882.0,2.0,2,1931,1950,7956.0,0,NorthAmes,1Fam,1Story,N,287600.0
9,1830.0,1238.0,3.0,2,1956,1964,3000.0,0,NorthAmes,1Fam,2Story,Y,578400.0
6,1603.0,1072.0,2.0,2,1939,1965,6163.0,0,Northridge,1Fam,1Story,Y,465800.0
7,1796.0,1138.0,3.0,3,1977,1987,6218.0,0,Sawyer,1Fam,1Story,Y,492400.0
5,2420.0,2411.0,2.0,2,1970,1970,6835.0,1,NorthAmes,1Fam,2Story,Y,466800.0
4,1404.0,1515.0,2.0,1,2002,2024,13911.0,0,NorthAmes,1Fam,1Story,Y,371600.0
6,1501.0,1575.0,2.0,1,1953,1955,6444.0,2,CollegeCreek,1Fam,1Story,Y,427200.0
8,973.0,997.0,2.0,1,1960,1968,3279.0,1,Somerset,1Fam,2Story,Y,453200.0
9,1313.0,1071.0,3.0,1,1979,1992,7312.0,0,Gilbert,1Fam,1Story,Y,563900.0
8,1324.0,861.0,2.0,2,1998,2024,7058.0,0,Mitchell,1Fam,1Story,Y,494600.0
5,1791.0,1086.0,2.0,2,1979,1979,9418.0,1,CollegeCreek,1Fam,2Story,Y,429800.0
7,667.0,505.0,3.0,1,1931,1950,8616.0,0,Edwards,1Fam,2Story,Y,326800.0
8,1685.0,1640.0,2.0,2,1953,1954,10462.0,1,CollegeCreek,1Fam,1Story,Y,543900.0
7,2041.0,2219.0,3.0,2,1967,1974,5702.0,1,Sawyer,1Fam,1Story,Y,548600.0
7,2148.0,1436.0,3.0,2,2003,2003,5091.0,0,Edwards,1Fam,1Story,Y,548200.0
2,1825.0,1253.0,2.0,2,1961,1966,8320.0,1,Edwards,1Fam,2Story,N,285900.0
7,832.0,775.0,2.0,1,2017,2024,19274.0,2,OldTown,Duplex,1Story,Y,392700.0
6,1628.0,1711.0,3.0,2,1972,1989,27012.0,0,Somerset,Duplex,2Story,Y,507000.0
5,1027.0,944.0,2.0,1,1957,1973,5768.0,1,Somerset,1Fam,SLvl,Y,358800.0
7,2030.0,1765.0,2.0,2,2002,2009,2836.0,0,Sawyer,1Fam,2Story,Y,533500.0
5,1309.0,819.0,2.0,1,1981,1986,15389.0,1,Edwards,1Fam,SLvl,Y,354000.0
7,2712.0,2944.0,3.0,3,1996,2017,12309.0,2,Somerset,1Fam,1Story,Y,674900.0
7,1014.0,660.0,2.0,1,2014,2016,2695.0,0,Gilbert,1Fam,1Story,Y,435800.0
7,1758.0,1206.0,3.0,2,2020,2024,9796.0,2,Mitchell,1Fam,2Story,Y,509600.0
6,1495.0,1532.0,2.0,2,1947,1956,5076.0,1,NorthAmes,1Fam,1Story,N,400500.0
6,1421.0,,1.0,2,1949,1973,4484.0,0,NorthAmes,1Fam,2Story,Y,345700.0
7,1458.0,1575.0,3.0,1,2004,2021,8787.0,0,Crawford,Twnhs,SLvl,Y,495000.0
5,1508.0,1154.0,2.0,1,1993,2017,13877.0,1,CollegeCreek,TwnhsE,1.5Fin,Y,412600.0
5,2199.0,1880.0,3.0,2,1941,1950,34511.0,0,NorthAmes,1Fam,1Story,Y,456600.0
5,1120.0,731.0,1.0,2,1996,2012,4617.0,0,OldTown,1Fam,1Story,Y,340600.0
5,1639.0,1031.0,2.0,2,2010,2024,6879.0,0,NorthAmes,1Fam,2Story,Y,400500.0
7,1278.0,1231.0,3.0,1,1931,1950,8706.0,0,NorthAmes,1Fam,1Story,Y,398500.0
5,2111.0,1638.0,2.0,3,2023,2024,5351.0,0,Sawyer,1Fam,1Story,N,464200.0
5,2028.0,1400.0,2.0,2,1979,2007,31682.0,1,CollegeCreek,1Fam,1Story,Y,472500.0
5,804.0,728.0,1.0,1,1939,1964,29442.0,1,NorthAmes,1Fam,1Story,Y,297400.0
7,1612.0,1567.0,2.0,2,1944,1954,18556.0,0,NorthAmes,1Fam,1.5Fin,N,430100.0
8,1798.0,1536.0,3.0,2,1973,2001,12272.0,1,OldTown,Duplex,2Story,Y,520200.0
8,1409.0,1091.0,3.0,2,1981,2004,11831.0,1,OldTown,Duplex,1Story,Y,515700.0
8,2163.0,2347.0,3.0,2,1981,1999,7689.0,0,NorthAmes,1Fam,1Story,Y,626300.0
5,1381.0,961.0,1.0,1,1922,1950,19335.0,1,CollegeCreek,1Fam,1Story,Y,348700.0
6,1529.0,1264.0,2.0,2,1949,1974,10276.0,1,OldTown,1Fam,1Story,Y,382300.0
7,2194.0,1729.0,3.0,3,2006,2024,10113.0,0,NorthAmes,1Fam,2Story,Y,578900.0
8,1371.0,1115.0,2.0,2,1939,1960,2160.0,1,CollegeCreek,Duplex,2Story,Y,498300.0
6,1466.0,1051.0,2.0,1,1958,1978,18633.0,2,Northridge,TwnhsE,1.5Fin,Y,492400.0
6,1919.0,1721.0,2.0,3,1928,1950,14167.0,0,Edwards,1Fam,2Story,Y,448300.0
5,1687.0,1235.0,2.0,2,1994,1998,10760.0,0,NorthAmes,1Fam,2Story,Y,434200.0
7,2192.0,1902.0,3.0,3,1936,1961,8854.0,0,CollegeCreek,1Fam,1Story,Y,544200.0
7,1245.0,1151.0,3.0,1,1972,1972,3173.0,0,Gilbert,1Fam,1Story,Y,424400.0
6,1116.0,891.0,3.0,1,1944,1961,12812.0,3,OldTown,1Fam,2Story,Y,356100.0
7,1659.0,1222.0,2.0,2,1998,2007,9248.0,0,NorthAmes,1Fam,2Story,Y,487100.0
6,1647.0,1476.0,2.0,2,1969,1973,7163.0,1,Sawyer,1Fam,1.5Fin,Y,424300.0
